"Gene","Dataset","Trait","Method","HGNC","Transcript","Chromosome","Start","End","Biotype","Z","P","Permutation.P","R2","Top.GWAS.SNP","Top.GWAS.P","Screen.P","Screening.Adjusted.P","Confirmation.P"
"ENSG00000279980","Developmental","SCZ","isoTWAS","","ENST00000624044",15,90347587,90349437,"TEC",-4.16868598,3.06e-05,0.01998002,0.014571889,"rs1894400",2.84e-13,3.06000000000096e-05,0.000322148336595013,0
"ENSG00000261147","Developmental","SCZ","isoTWAS","","ENST00000561573",15,90249556,90272208,"protein_coding",-4.761484481,1.92e-06,0.013986014,0.048492535,"rs1894400",2.84e-13,1.92000000003439e-06,3.30350533054957e-05,0
"ENSG00000196547","Developmental","SCZ","isoTWAS","MAN2A2","ENST00000560616",15,90902218,90922584,"protein_coding",4.654705952,3.24e-06,0.011988012,0.041119801,"rs1894400",2.84e-13,4.80809103500379e-05,0.000459430320982393,4.536e-05
"ENSG00000182054","Developmental","SCZ","isoTWAS","IDH2","ENST00000330062",15,90083045,90102477,"protein_coding",-4.973931347,6.56e-07,0.00999001,0.011355193,"rs1894400",2.84e-13,1.31196218965449e-06,2.40337772744993e-05,6.56e-07
"ENSG00000004534","Developmental","AN","isoTWAS","RBM6","ENST00000442092",3,49940007,50100045,"protein_coding",-3.538097456,0.000403021,0.002997003,0.025990284,"rs11716445",3.1e-13,2.39378372960076e-08,7.44379106204752e-07,0.002418126
"ENSG00000176095","Developmental","AN","isoTWAS","IP6K1","ENST00000460540",3,49724294,49786542,"protein_coding",-3.645824569,0.000266536,0.02997003,0.051200906,"rs11716445",3.1e-13,1.48913841731759e-07,3.70882791930379e-06,0.000799608
"ENSG00000003756","Developmental","AN","isoTWAS","RBM5","ENST00000433556",3,50088919,50119021,"protein_coding",4.361778553,1.29e-05,0.000999001,0.019788605,"rs11716445",3.1e-13,2.03972273447693e-10,1.07239678161358e-08,0.0001935
"ENSG00000114383","Developmental","AN","isoTWAS","TUSC2","ENST00000421918",3,50320027,50328251,"protein_coding",-4.314047541,1.6e-05,0.013986014,0.017923026,"rs11716445",3.1e-13,1.21918387193737e-06,2.25979260842128e-05,3.2e-05
"ENSG00000004534","Developmental","AN","isoTWAS","RBM6","ENST00000454079",3,49940007,50100045,"protein_coding",4.763767455,1.9e-06,0.000999001,0.329088794,"rs11716445",3.1e-13,2.39378372960076e-08,7.44379106204752e-07,3.04e-05
"ENSG00000173531","Developmental","AN","isoTWAS","MST1","ENST00000491943",3,49683947,49689501,"protein_coding",-4.847183466,1.25e-06,0.028971029,0.073602318,"rs11716445",3.1e-13,8.74212933658375e-07,1.70855881199921e-05,1.375e-05
"ENSG00000243477","Developmental","AN","isoTWAS","NAA80","ENST00000443094",3,50296402,50299416,"protein_coding",5.006909294,5.53e-07,0.000999001,0.010140731,"rs11716445",3.1e-13,2.10780074384221e-10,1.1044739027555e-08,1.659e-06
"ENSG00000114383","Developmental","AN","isoTWAS","TUSC2","ENST00000232496",3,50320027,50328251,"protein_coding",-5.060936524,4.17e-07,0.04995005,0.034561799,"rs11716445",3.1e-13,1.21918387193737e-06,2.25979260842128e-05,8.34e-07
"ENSG00000004534","Developmental","AN","isoTWAS","RBM6","ENST00000493652",3,49940007,50100045,"protein_coding",-6.054335094,1.41e-09,0.001998002,0.048897751,"rs11716445",3.1e-13,2.39378372960076e-08,7.44379106204752e-07,2.256e-08
"ENSG00000214706","Developmental","AN","isoTWAS","IFRD2","ENST00000474556",3,50287732,50292918,"protein_coding",6.422930221,1.34e-10,0.000999001,0.023887226,"rs11716445",3.1e-13,1.07195259882376e-09,4.6133981313111e-08,9.38e-10
"ENSG00000182179","Developmental","AN","isoTWAS","UBA7","ENST00000497908",3,49805209,49813953,"protein_coding",-6.537558566,6.25e-11,0.000999001,0.062089472,"rs11716445",3.1e-13,3.67622286323558e-11,2.32668865842193e-09,4.375e-10
"ENSG00000183763","Developmental","AN","isoTWAS","TRAIP","ENST00000469027",3,49828601,49856574,"protein_coding",6.441427905,1.18e-10,0.000999001,0.032402178,"rs11716445",3.1e-13,4.64420261734512e-10,2.24409539045907e-08,3.54e-10
"ENSG00000003756","Developmental","AN","isoTWAS","RBM5","ENST00000492430",3,50088919,50119021,"protein_coding",6.779743472,1.2e-11,0.000999001,0.03408699,"rs11716445",3.1e-13,2.03972273447693e-10,1.07239678161358e-08,1.92e-10
"ENSG00000243477","Developmental","AN","isoTWAS","NAA80","ENST00000417393",3,50296402,50299416,"protein_coding",6.563241192,5.27e-11,0.000999001,0.025926549,"rs11716445",3.1e-13,2.10780074384221e-10,1.1044739027555e-08,1.581e-10
"ENSG00000164068","Developmental","AN","isoTWAS","RNF123","ENST00000432042",3,49689538,49721529,"protein_coding",6.746305717,1.52e-11,0.000999001,0.014583436,"rs11716445",3.1e-13,1.51988421655789e-10,8.42935098660751e-09,1.368e-10
"ENSG00000234667","Developmental","AN","isoTWAS","ACTL11P","ENST00000423971",3,49873347,49877305,"unitary_pseudogene",-5.493083615,3.95e-08,0.000999001,0.010674676,"rs11716445",3.1e-13,3.9499999990495e-08,1.1611848813235e-06,0
"ENSG00000185614","Developmental","AN","isoTWAS","INKA1","ENST00000333323",3,49803261,49805030,"protein_coding",-5.874500251,4.24e-09,0.000999001,0.017878789,"rs11716445",3.1e-13,4.24000000979362e-09,1.58768817072063e-07,0
"ENSG00000100412","Developmental","NTSM","isoTWAS","ACO2","ENST00000471094",22,41447830,41529273,"protein_coding",6.23546129,4.5e-10,0.028971029,0.031376167,"rs2024566",3.22e-13,1.88221256318064e-10,1.00640155637618e-08,9e-10
"ENSG00000100412","Developmental","NTSM","isoTWAS","ACO2","ENST00000482208",22,41447830,41529273,"protein_coding",6.23546129,4.5e-10,0.031968032,0.038977956,"rs2024566",3.22e-13,1.88221256318064e-10,1.00640155637618e-08,9e-10
"ENSG00000232040","Developmental","MDD","isoTWAS","ZBED9","ENST00000524745",6,28570535,28616212,"protein_coding",-7.264,3.76e-13,0.000999001,0.020477631,"rs510987",3.76e-13,3.20927062937133e-22,1.91831180323792e-19,7.52e-13
"ENSG00000232040","Developmental","MDD","isoTWAS","ZBED9","ENST00000526291",6,28570535,28616212,"protein_coding",7.264,3.76e-13,0.000999001,0.020686744,"rs510987",3.76e-13,3.20927062937133e-22,1.91831180323792e-19,7.52e-13
"ENSG00000173114","Developmental","SCZ","isoTWAS","LRRN3","ENST00000422987",7,111091006,111125454,"protein_coding",-4.923099365,8.52e-07,0.047952048,0.03817345,"rs7810543",4.36e-13,4.25486527873133e-06,6.37006222017114e-05,3.408e-06
"ENSG00000151503","Developmental","SCZ","isoTWAS","NCAPD3","ENST00000532445",11,134150113,134225504,"protein_coding",-4.897670026,9.7e-07,0.047952048,0.040940854,"rs7122746",4.9e-13,1.13280202771227e-05,0.000144824845802415,1.067e-05
"ENSG00000149328","Developmental","SCZ","isoTWAS","GLB1L2","ENST00000529077",11,134331874,134378341,"protein_coding",-5.191496582,2.09e-07,0.033966034,0.031175744,"rs7122746",4.9e-13,6.26997786947055e-07,1.27766632367911e-05,4.18e-07
"ENSG00000080854","Developmental","SCZ","isoTWAS","IGSF9B","ENST00000533160",11,133896438,133956968,"protein_coding",-5.963142883,2.47e-09,0.014985015,0.035473271,"rs7122746",4.9e-13,7.40999791299896e-09,2.64579549375863e-07,4.94e-09
"ENSG00000286863","Developmental","CDG","isoTWAS","","ENST00000653965",1,72283170,72753772,"lncRNA",-6.825677045,8.75e-12,0.044955045,0.018471427,"rs7549372",5.93e-13,3.49794907316421e-11,2.22257480676367e-09,2.625e-11
"ENSG00000055955","Developmental","SCZ","isoTWAS","ITIH4","ENST00000461966",3,52812962,52830688,"protein_coding",-7.36939833,1.71e-13,0.000999001,0.04082233,"rs13083728",6.2e-13,8.70121281463418e-13,7.71587217666929e-11,1.197e-12
"ENSG00000101442","Developmental","SCZ","isoTWAS","ACTR5","ENST00000243903",20,38748460,38772520,"protein_coding",4.138961585,3.49e-05,0.024975025,0.078029593,"rs2246672",7.45e-13,3.49000000000488e-05,0.000357619746032246,0
"ENSG00000196756","Developmental","SCZ","isoTWAS","SNHG17","ENST00000658051",20,38419638,38435409,"lncRNA",-5.134027648,2.84e-07,0.023976024,0.022306202,"rs2246672",7.45e-13,1.23615469218114e-09,5.18189625379519e-08,5.964e-06
"ENSG00000196756","Developmental","SCZ","isoTWAS","SNHG17","ENST00000665233",20,38419638,38435409,"lncRNA",-6.553379269,5.62e-11,0.004995005,0.066189411,"rs2246672",7.45e-13,1.23615469218114e-09,5.18189625379519e-08,1.1802e-09
"ENSG00000118007","Developmental","NTSM","isoTWAS","STAG1","ENST00000483235",3,136336236,136752403,"protein_coding",-5.239278366,1.61e-07,0.025974026,0.050527145,"rs655836",7.45e-13,1.11829612758848e-07,2.87391420432331e-06,1.127e-06
"ENSG00000114054","Developmental","NTSM","isoTWAS","PCCB","ENST00000478469",3,136250340,136337896,"protein_coding",5.422243481,5.89e-08,0.045954046,0.034052532,"rs655836",7.45e-13,2.3415541434575e-07,5.40166477855373e-06,6.479e-07
"ENSG00000118007","Developmental","NTSM","isoTWAS","STAG1","ENST00000383202",3,136336236,136752403,"protein_coding",5.559738384,2.7e-08,0.024975025,0.014275745,"rs655836",7.45e-13,1.11829612758848e-07,2.87391420432331e-06,2.16e-07
"ENSG00000118007","Developmental","NTSM","isoTWAS","STAG1","ENST00000492318",3,136336236,136752403,"protein_coding",5.559738384,2.7e-08,0.021978022,0.024382348,"rs655836",7.45e-13,1.11829612758848e-07,2.87391420432331e-06,2.16e-07
"ENSG00000240086","Developmental","NTSM","isoTWAS","","ENST00000658465",3,135138469,135439888,"lncRNA",5.221824624,1.77e-07,0.005994006,0.017185036,"rs655836",7.45e-13,3.5396248461289e-07,7.83621473136822e-06,1.77e-07
"ENSG00000239213","Developmental","NTSM","isoTWAS","NCK1-DT","ENST00000661609",3,136835345,136862618,"lncRNA",5.908501068,3.45e-09,0.026973027,0.042015326,"rs655836",7.45e-13,1.37993346414086e-08,4.58245806126941e-07,1.035e-08
"ENSG00000174564","Developmental","NTSM","isoTWAS","IL20RB","ENST00000329582",3,136946230,137011085,"protein_coding",-5.913488078,3.35e-09,0.032967033,0.010338349,"rs655836",7.45e-13,6.69999348662614e-09,2.4190423910662e-07,1.005e-08
"ENSG00000174564","Developmental","NTSM","isoTWAS","IL20RB","ENST00000484501",3,136946230,137011085,"protein_coding",-5.913488078,3.35e-09,0.033966034,0.049444849,"rs655836",7.45e-13,6.69999348662614e-09,2.4190423910662e-07,1.005e-08
"ENSG00000174579","Developmental","NTSM","isoTWAS","MSL2","ENST00000481989",3,136148917,136197241,"protein_coding",-6.305825128,2.87e-10,0.001998002,0.042948598,"rs655836",7.45e-13,2.56826404290269e-10,1.32003864294288e-08,5.74e-10
"ENSG00000174579","Developmental","NTSM","isoTWAS","MSL2","ENST00000434835",3,136148917,136197241,"protein_coding",-6.436704111,1.22e-10,0.027972028,0.024136994,"rs655836",7.45e-13,2.56826404290269e-10,1.32003864294288e-08,2.44e-10
"ENSG00000227207","Developmental","MDD","isoTWAS","RPL31P12","ENST00000422587",1,72301472,72301829,"processed_pseudogene",6.830388207,8.47e-12,0.014985015,0.26772604,"rs782239",8.49e-13,8.47004864457527e-12,6.04858916260178e-10,0
"ENSG00000049167","Developmental","SCZ","isoTWAS","ERCC8","ENST00000477893",5,60866454,60945073,"protein_coding",5.288010308,1.24e-07,0.01998002,0.010454639,"rs12523278",1e-12,1.06236555108992e-06,2.00298103142993e-05,1.116e-06
"ENSG00000198839","Developmental","SCZ","isoTWAS","ZNF277","ENST00000361822",7,112206695,112343934,"protein_coding",-7.159734697,8.08e-13,0.000999001,0.036471407,"rs2109299",1.03e-12,4.84813040248276e-12,3.62240632248469e-10,4.04e-12
"ENSG00000150967","Developmental","SCZ","isoTWAS","ABCB9","ENST00000542678",12,122920951,122981649,"protein_coding",-7.004518015,2.48e-12,0.020979021,0.492660467,"rs10773000",1.06e-12,6.9462461497131e-12,5.02715096906815e-10,3.224e-11
"ENSG00000182196","Developmental","SCZ","isoTWAS","ARL6IP4","ENST00000315580",12,122980060,122982913,"protein_coding",-7.872072275,3.49e-15,0.017982018,0.154248488,"rs10773000",1.06e-12,2.3490999734762e-14,2.68880315403775e-12,4.886e-14
"ENSG00000186973","Developmental","ADHD","isoTWAS","FAM183A","ENST00000409337",1,43145153,43156396,"protein_coding",-5.431710376,5.58e-08,0.015984016,0.036849578,"rs12410155",1.09e-12,1.11513456894688e-07,2.87035993751733e-06,5.58e-08
"ENSG00000229212","Developmental","SCZ","isoTWAS","","ENST00000558470",15,85208477,85209871,"transcribed_unprocessed_pseudogene",5.271235813,1.36e-07,0.000999001,0.014733884,"rs1051168",1.25e-12,4.11050109787414e-08,1.19530409402866e-06,5.44e-07
"ENSG00000116922","Developmental","NTSM","isoTWAS","C1orf109","ENST00000491797",1,37681570,37692249,"protein_coding",-4.773307612,1.81e-06,0.007992008,0.020908087,"rs4653218",1.49e-12,2.34327979191374e-05,0.000261536601394854,2.172e-05
"ENSG00000225151","Developmental","SCZ","isoTWAS","GOLGA2P7","ENST00000316967",15,84203866,84205319,"transcribed_unprocessed_pseudogene",5.483569024,4.17e-08,0.026973027,0.076379219,"rs11637142",2.52e-12,1.49741073683336e-07,3.72368441937652e-06,2.919e-07
"ENSG00000225151","Developmental","SCZ","isoTWAS","GOLGA2P7","ENST00000559668",15,84203866,84205319,"transcribed_unprocessed_pseudogene",5.489787962,4.02e-08,0.018981019,0.295645569,"rs11637142",2.52e-12,1.49741073683336e-07,3.72368441937652e-06,2.814e-07
"ENSG00000169696","Developmental","NTSM","isoTWAS","ASPSCR1","ENST00000584454",17,81976807,82017406,"protein_coding",3.310427617,0.000931535,0.023976024,0.061743418,"rs4969391",2.83e-12,0.00511168097782512,0.0126724146391889,0.013973025
"ENSG00000141552","Developmental","NTSM","isoTWAS","ANAPC11","ENST00000612413",17,81890790,81900991,"protein_coding",3.323257302,0.000889728,0.015984016,0.049520737,"rs4969391",2.83e-12,0.000822442718442079,0.00376123633690471,0.009787008
"ENSG00000144381","Developmental","SCZ","isoTWAS","HSPD1","ENST00000476746",2,197486584,197516737,"protein_coding",-6.623634349,3.5e-11,0.01998002,0.039050711,"rs4550664",2.83e-12,3.10911823449976e-10,1.56806434958099e-08,2.8e-10
"ENSG00000115524","Developmental","SCZ","isoTWAS","SF3B1","ENST00000479532",2,197388515,197435079,"protein_coding",7.460145481,8.64e-14,0.003996004,0.012420823,"rs4550664",2.83e-12,1.03666959201665e-12,8.75958667306635e-11,9.504e-13
"ENSG00000065413","Developmental","SCZ","isoTWAS","ANKRD44","ENST00000463879",2,196967017,197311173,"protein_coding",-7.626644576,2.41e-14,0.003996004,0.038438189,"rs4550664",2.83e-12,1.92968219341695e-13,1.86485873769797e-11,1.687e-13
"ENSG00000115524","Developmental","SCZ","isoTWAS","SF3B1","ENST00000487698",2,197388515,197435079,"protein_coding",4.94432432,7.64e-07,0.000999001,0.02024194,"rs4550664",2.83e-12,1.03666959201665e-12,8.75958667306635e-11,6.876e-06
"ENSG00000144381","Developmental","SCZ","isoTWAS","HSPD1","ENST00000452200",2,197486584,197516737,"protein_coding",-5.085762903,3.66e-07,0.000999001,0.014096478,"rs4550664",2.83e-12,3.10911823449976e-10,1.56806434958099e-08,2.196e-06
"ENSG00000185624","Developmental","NTSM","isoTWAS","P4HB","ENST00000575069",17,81843159,81860856,"protein_coding",-3.85655536,0.000114996,0.006993007,0.062719279,"rs4969391",2.83e-12,0.00100386168725006,0.00430428367973666,0.001494948
"ENSG00000169750","Developmental","NTSM","isoTWAS","RAC3","ENST00000580965",17,82031678,82034204,"protein_coding",-3.486904492,0.000488646,0.015984016,0.035916773,"rs4969391",2.83e-12,0.00141537869602858,0.00542069216307672,0.000977292
"ENSG00000076555","Developmental","SCZ","isoTWAS","ACACB","ENST00000534852",12,109116587,109268226,"protein_coding",-4.952476539,7.33e-07,0.010989011,0.023652256,"rs12296821",2.85e-12,6.93563034139941e-06,9.55885039110547e-05,6.597e-06
"ENSG00000242193","Developmental","SCZ","isoTWAS","CRYZL2P","ENST00000481349",1,178006136,178037950,"transcribed_unitary_pseudogene",-4.165165851,3.11e-05,0.024975025,0.055223613,"rs16851048",3.06e-12,9.27035085934601e-05,0.000760118130579184,6.22e-05
"ENSG00000225914","Developmental","CDG","isoTWAS","TSBP1-AS1","ENST00000611838",6,32254640,32407763,"lncRNA",-5.973505756,2.32e-09,0.046953047,0.332854219,"rs2855812",3.31e-12,1.26504326878231e-12,1.05239862447823e-10,3.248e-08
"ENSG00000237285","Developmental","CDG","isoTWAS","HNRNPA1P2","ENST00000432375",6,32325219,32326178,"processed_pseudogene",6.122743577,9.2e-10,0.027972028,0.374329706,"rs2855812",3.31e-12,9.20000057393718e-10,4.03475025170576e-08,0
"ENSG00000088543","Developmental","AN","isoTWAS","C3orf18","ENST00000422619",3,50558025,50571027,"protein_coding",4.877074036,1.08e-06,0.000999001,0.010562731,"rs34823813",4.03e-12,2.54849040739538e-06,4.21414822591743e-05,7.56e-06
"ENSG00000088543","Developmental","AN","isoTWAS","C3orf18","ENST00000485902",3,50558025,50571027,"protein_coding",4.928074635,8.3e-07,0.000999001,0.017275832,"rs34823813",4.03e-12,2.54849040739538e-06,4.21414822591743e-05,6.64e-06
"ENSG00000114735","Developmental","AN","isoTWAS","HEMK1","ENST00000443894",3,50569152,50596168,"protein_coding",-5.527206867,3.25e-08,0.001998002,0.020239819,"rs34823813",4.03e-12,1.62485882558592e-07,4.00218247537083e-06,1.3e-07
"ENSG00000004059","Developmental","NTSM","isoTWAS","ARF5","ENST00000467281",7,127588386,127591700,"protein_coding",6.834817357,8.21e-12,0.001998002,0.040801891,"rs2157977",4.27e-12,2.46300618370164e-11,1.63582126743872e-09,1.642e-11
"ENSG00000104756","Developmental","SCZ","isoTWAS","KCTD9","ENST00000522493",8,25427847,25458476,"protein_coding",3.966764021,7.29e-05,0.013986014,0.01935824,"rs17310286",5.46e-12,0.000675865456578751,0.00326287544233457,0.0006561
"ENSG00000272305","Developmental","BP","isoTWAS","","ENST00000607203",3,52969119,53099453,"protein_coding",-6.575327374,4.85e-11,0.040959041,0.043538513,"rs2071042",5.74e-12,1.13699999991115e-20,4.05229213471803e-18,9.7e-11
"ENSG00000106460","Developmental","MDD","isoTWAS","TMEM106B","ENST00000396667",7,12211270,12243367,"protein_coding",3.695391773,0.000219548,0.014985015,0.050775582,"rs5011432",6.93e-12,0.00105517909830702,0.00446149737164711,0.000878192
"ENSG00000119041","Developmental","SCZ","isoTWAS","GTF3C3","ENST00000263956",2,196763035,196799725,"protein_coding",5.166328843,2.39e-07,0.031968032,0.027566284,"rs1429412",7.49e-12,1.61087805297588e-06,2.85691877988767e-05,1.434e-06
"ENSG00000144395","Developmental","SCZ","isoTWAS","CCDC150","ENST00000463826",2,196639554,196763490,"protein_coding",-5.903501439,3.56e-09,0.010989011,0.026038223,"rs1429412",7.49e-12,1.06883359214498e-12,8.93777478944445e-11,1.78e-08
"ENSG00000204713","Developmental","MDD","isoTWAS","TRIM27","ENST00000377199",6,28903002,28923988,"protein_coding",6.845,7.65e-12,0.000999001,0.052031449,"rs149975",7.65e-12,1.86599999772422e-20,6.02307479265424e-18,7.65e-12
"ENSG00000258536","Developmental","MDD","isoTWAS","FKBP1BP1","ENST00000553366",14,41742639,41742963,"processed_pseudogene",6.718719509,1.83e-11,0.000999001,0.017808745,"rs1956450",8.32e-12,1.83000123010923e-11,1.2567825469248e-09,0
"ENSG00000243989","Developmental","SCZ","isoTWAS","ACY1","ENST00000636880",3,51983340,51989197,"protein_coding",7.152637808,8.51e-13,0.000999001,0.019212049,"rs1075653",9.36e-12,8.64265473027308e-20,2.32473007819795e-17,5.957e-12
"ENSG00000243989","Developmental","SCZ","isoTWAS","ACY1","ENST00000638077",3,51983340,51989197,"protein_coding",7.273531186,3.5e-13,0.000999001,0.055864459,"rs1075653",9.36e-12,8.64265473027308e-20,2.32473007819795e-17,2.8e-12
"ENSG00000157445","Developmental","CDG","isoTWAS","CACNA2D3","ENST00000471865",3,54122547,55074557,"protein_coding",3.866951057,0.000110205,0.005994006,0.011777401,"rs11713763",1.02e-11,0.000707012596209793,0.00336989849091254,0.00066123
"ENSG00000230333","Developmental","BP","isoTWAS","","ENST00000599917",7,11180902,11520175,"lncRNA",3.634758559,0.000278241,0.008991009,0.031896013,"rs12234369",1.29e-11,0.000598741219353601,0.00298134073125233,0.001669446
"ENSG00000267127","Developmental","SCZ","isoTWAS","","ENST00000569722",18,80034346,80097088,"protein_coding",-5.328041587,9.93e-08,0.04995005,0.144337897,"rs11665111",1.44e-11,2.07427258985101e-07,4.89425224087799e-06,2.979e-07
"ENSG00000153707","Developmental","MDD","isoTWAS","PTPRD","ENST00000471274",9,8314246,10613002,"protein_coding",3.922699546,8.76e-05,0.014985015,0.02076033,"rs1931388",1.69e-11,2.51279239349768e-05,0.000276441420849755,0.0011388
